id,latitude,longitude,description,classification,date,misc,type,country,location,reference,comments
824,39.744656,-80.21447,Event desc here,secclass5,1/4/2013 14:35,,evtype2,US,SPRAGGS PA,using city record id:226,,
825,34.14545,-85.11775,Event desc here,secclass2,1/4/2013 14:35,,evtype5,US,SILVER CREEK GA,using city record id:11098,,
826,47.529705,-118.59919,Event desc here,secclass4,1/4/2013 14:35,,evtype2,US,ALMIRA WA,using city record id:24964,,
827,44.188408,-69.57512,Event desc here,secclass4,1/4/2013 14:35,,evtype3,US,WHITEFIELD ME,using city record id:7800,,
828,38.7514,-90.411545,Event desc here,secclass5,1/4/2013 14:35,,evtype2,US,BRIDGETON MO,using city record id:28602,,
829,44.69861,-67.779884,Event desc here,secclass4,1/4/2013 14:35,,evtype5,US,COLUMBIA FALLS ME,using city record id:28724,,
830,47.454887,-97.151695,Event desc here,secclass4,1/4/2013 14:35,,evtype2,US,CALEDONIA ND,using city record id:12773,,
831,43.817722,-123.27337,Event desc here,secclass1,1/4/2013 14:35,,evtype4,US,LORANE OR,using city record id:14339,,
832,40.8601,-73.442314,Event desc here,secclass2,1/4/2013 14:35,,evtype3,US,COLD SPRING HARBOR NY,using city record id:21063,,
833,31.022268,-86.62933,Event desc here,secclass4,1/4/2013 14:35,,evtype5,US,WING AL,using city record id:22506,,
834,36.839123,-78.59823,Event desc here,secclass3,1/4/2013 14:35,,evtype3,US,WYLLIESBURG VA,using city record id:6357,,
835,30.849972,-85.76802,Event desc here,secclass2,1/4/2013 14:35,,evtype5,US,NOMA FL,using city record id:20330,,
836,19.100166,-155.7258,Event desc here,secclass1,1/4/2013 14:36,,evtype4,US,OCEAN VIEW HI,using city record id:24018,,
837,40.258026,-86.920784,Event desc here,secclass3,1/4/2013 14:36,,evtype1,US,ROMNEY IN,using city record id:18760,,
838,36.830784,-79.412735,Event desc here,secclass5,1/4/2013 14:36,,evtype5,US,CHATHAM VA,using city record id:12693,,
839,46.740227,-88.44705,Event desc here,secclass4,1/4/2013 14:36,,evtype3,US,LANSE MI,using city record id:927,,
840,39.73493,-75.13681,Event desc here,secclass3,1/4/2013 14:36,,evtype1,US,PITMAN NJ,using city record id:11789,,
841,43.63123,-72.05731,Event desc here,secclass4,1/4/2013 14:36,,evtype1,US,CANAAN NH,using city record id:18104,,
842,39.175507,-77.02062,Event desc here,secclass4,1/4/2013 14:36,,evtype5,US,BRINKLOW MD,using city record id:19334,,
843,33.81647,-78.75802,Event desc here,secclass2,1/4/2013 14:36,,evtype1,US,LITTLE RIVER SC,using city record id:11702,,
844,37.49896,-80.13859,Event desc here,secclass4,1/4/2013 14:36,,evtype4,US,NEW CASTLE VA,using city record id:11319,,
845,42.36652,-88.14568,Event desc here,secclass1,1/4/2013 14:36,,evtype3,US,INGLESIDE IL,using city record id:26923,,
846,42.591885,-77.89447,Event desc here,secclass3,1/4/2013 14:36,,evtype4,US,NUNDA NY,using city record id:27661,,
847,32.78314,-85.27558,Event desc here,secclass1,1/4/2013 14:36,,evtype2,US,CUSSETA AL,using city record id:14489,,
848,35.005077,-77.5231,Event desc here,secclass3,1/4/2013 14:36,,evtype4,US,COMFORT NC,using city record id:26928,,
849,29.882566,-84.59642,Event desc here,secclass4,1/4/2013 14:36,,evtype1,US,LANARK VILLAGE FL,using city record id:21592,,
850,33.559963,-82.79477,Event desc here,secclass4,1/4/2013 14:36,,evtype4,US,SHARON GA,using city record id:13496,,
851,30.20728,-95.746994,Event desc here,secclass2,1/4/2013 14:36,,evtype3,US,MAGNOLIA TX,using city record id:19358,,
852,46.516167,-68.886826,Event desc here,secclass3,1/4/2013 14:36,,evtype4,US,MONTICELLO ME,using city record id:8213,,
853,35.562695,-79.33863,Event desc here,secclass3,1/4/2013 14:36,,evtype2,US,GULF NC,using city record id:28019,,
854,42.19704,-91.744446,Event desc here,secclass3,1/4/2013 14:36,,evtype5,US,CENTER POINT IA,using city record id:14947,,
855,43.667618,-74.45692,Event desc here,secclass5,1/4/2013 14:36,,evtype5,US,RAQUETTE LAKE NY,using city record id:4006,,
856,38.31839,-80.83415,Event desc here,secclass5,1/4/2013 14:36,,evtype3,US,MOUNT NEBO WV,using city record id:8320,,
857,35.51778,-120.65385,Event desc here,secclass1,1/4/2013 14:36,,evtype5,US,TEMPLETON CA,using city record id:21415,,
858,34.09341,-87.600815,Event desc here,secclass2,1/4/2013 14:36,,evtype4,US,NATURAL BRIDGE AL,using city record id:20836,,
859,38.391483,-86.931755,Event desc here,secclass3,1/4/2013 14:36,,evtype2,US,JASPER IN,using city record id:7156,,
860,40.001293,-85.31992,Event desc here,secclass3,1/4/2013 14:36,,evtype2,US,MOUNT SUMMIT IN,using city record id:1132,,
861,42.178528,-77.14136,Event desc here,secclass2,1/4/2013 14:36,,evtype4,US,COOPERS PLAINS NY,using city record id:479,,
862,42.602238,-74.15462,Event desc here,secclass2,1/4/2013 14:36,,evtype5,US,BERNE NY,using city record id:5,,
863,48.10469,-101.54343,Event desc here,secclass2,1/4/2013 14:36,,evtype5,US,BURLINGTON ND,using city record id:17549,,
864,34.153755,-106.912544,Event desc here,secclass5,1/4/2013 14:36,,evtype3,US,LEMITAR NM,using city record id:29670,,
865,43.068333,-97.1305,Event desc here,secclass5,1/4/2013 14:36,,evtype4,US,IRENE SD,using city record id:3409,,
866,35.667595,-109.07844,Event desc here,secclass1,1/4/2013 14:36,,evtype2,US,WINDOW ROCK AZ,using city record id:20011,,
867,36.93479,-106.99511,Event desc here,secclass4,1/4/2013 14:36,,evtype5,US,DULCE NM,using city record id:12256,,
868,39.063374,-93.74083,Event desc here,secclass3,1/4/2013 14:36,,evtype2,US,HIGGINSVILLE MO,using city record id:25085,,
869,35.915928,-77.58547,Event desc here,secclass5,1/4/2013 14:36,,evtype1,US,SPEED NC,using city record id:23653,,
870,35.682297,-83.75124,Event desc here,secclass4,1/4/2013 14:36,,evtype3,US,TOWNSEND TN,using city record id:476,,
871,30.902018,-91.71085,Event desc here,secclass1,1/4/2013 14:36,,evtype4,US,INNIS LA,using city record id:23336,,
872,34.962955,-108.05646,Event desc here,secclass4,1/4/2013 14:36,,evtype2,US,NEW LAGUNA NM,using city record id:20554,,
873,33.80481,-89.060745,Event desc here,secclass3,1/4/2013 14:36,,evtype3,US,WOODLAND MS,using city record id:430,,
874,37.562996,-101.707855,Event desc here,secclass1,1/4/2013 14:36,,evtype4,US,JOHNSON KS,using city record id:8581,,
875,38.545288,-77.756065,Event desc here,secclass3,1/4/2013 14:36,,evtype1,US,BEALETON VA,using city record id:4261,,
876,38.041294,-81.06478,Event desc here,secclass4,1/4/2013 14:36,,evtype4,US,KINCAID WV,using city record id:29227,,
877,58.745598,-157.15945,Event desc here,secclass4,1/4/2013 14:36,,evtype2,US,KING SALMON AK,using city record id:994,,
878,35.963566,-95.513855,Event desc here,secclass1,1/4/2013 14:36,,evtype4,US,TULLAHASSEE OK,using city record id:29459,,
879,40.395798,-111.8031,Event desc here,secclass4,1/4/2013 14:36,,evtype2,US,AMERICAN FORK UT,using city record id:14413,,
880,34.442017,-79.8805,Event desc here,secclass3,1/4/2013 14:36,,evtype2,US,SOCIETY HILL SC,using city record id:16725,,
881,39.601524,-95.71633,Event desc here,secclass1,1/4/2013 14:36,,evtype3,US,NETAWAKA KS,using city record id:3842,,
882,29.720652,-91.5409,Event desc here,secclass1,1/4/2013 14:36,,evtype2,US,FRANKLIN LA,using city record id:26147,,
883,39.876835,-79.671814,Event desc here,secclass5,1/4/2013 14:36,,evtype3,US,HOPWOOD PA,using city record id:25190,,
884,36.064327,-91.94467,Event desc here,secclass4,1/4/2013 14:37,,evtype2,US,GUION AR,using city record id:19208,,
885,40.801247,-99.521935,Event desc here,secclass4,1/4/2013 14:37,,evtype2,US,OVERTON NE,using city record id:27774,,
886,32.98097,-115.82345,Event desc here,secclass3,1/4/2013 14:37,,evtype2,US,OCOTILLO CA,using city record id:25058,,
887,37.384007,-80.85305,Event desc here,secclass3,1/4/2013 14:37,,evtype2,US,GLEN LYN VA,using city record id:2428,,
888,39.72855,-84.01483,Event desc here,secclass3,1/4/2013 14:37,,evtype1,US,FAIRBORN OH,using city record id:26551,,
889,42.78025,-105.871925,Event desc here,secclass1,1/4/2013 14:37,,evtype4,US,GLENROCK WY,using city record id:28124,,
890,43.594402,-96.52851,Event desc here,secclass2,1/4/2013 14:37,,evtype5,US,VALLEY SPRINGS SD,using city record id:19436,,
891,39.50568,-88.24701,Event desc here,secclass2,1/4/2013 14:37,,evtype5,US,MATTOON IL,using city record id:7403,,
892,33.42978,-85.46849,Event desc here,secclass3,1/4/2013 14:37,,evtype3,US,NEWELL AL,using city record id:670,,
893,42.286587,-73.31327,Event desc here,secclass4,1/4/2013 14:37,,evtype1,US,SOUTH LEE MA,using city record id:4784,,
894,37.748947,-110.22691,Event desc here,secclass3,1/4/2013 14:37,,evtype2,US,LAKE POWELL UT,using city record id:19503,,
895,34.431904,-93.24921,Event desc here,secclass1,1/4/2013 14:37,,evtype3,US,PEARCY AR,using city record id:29889,,
896,40.196747,-120.367584,Event desc here,secclass4,1/4/2013 14:37,,evtype4,US,MILFORD CA,using city record id:23511,,
897,35.803978,-91.45661,Event desc here,secclass5,1/4/2013 14:37,,evtype1,US,CHARLOTTE AR,using city record id:25160,,
898,32.268925,-98.86095,Event desc here,secclass1,1/4/2013 14:37,,evtype3,US,RISING STAR TX,using city record id:623,,
899,37.145367,-113.367455,Event desc here,secclass1,1/4/2013 14:37,,evtype3,US,HURRICANE UT,using city record id:18180,,
900,37.20479,-80.620514,Event desc here,secclass4,1/4/2013 14:37,,evtype3,US,PARROTT VA,using city record id:19313,,
901,43.550262,-97.469055,Event desc here,secclass2,1/4/2013 14:37,,evtype2,US,BRIDGEWATER SD,using city record id:9894,,
902,41.88583,-85.83385,Event desc here,secclass1,1/4/2013 14:37,,evtype3,US,JONES MI,using city record id:14450,,
903,44.699154,-88.454315,Event desc here,secclass2,1/4/2013 14:37,,evtype4,US,BONDUEL WI,using city record id:20734,,
904,41.561714,-86.41405,Event desc here,secclass2,1/4/2013 14:37,,evtype3,US,NORTH LIBERTY IN,using city record id:1505,,
905,37.148586,-79.11174,Event desc here,secclass3,1/4/2013 14:37,,evtype4,US,GLADYS VA,using city record id:20770,,
906,40.65124,-74.32289,Event desc here,secclass2,1/4/2013 14:37,,evtype3,US,GARWOOD NJ,using city record id:5723,,
907,48.248,-119.75246,Event desc here,secclass1,1/4/2013 14:37,,evtype4,US,MALOTT WA,using city record id:16011,,
908,39.08041,-84.453995,Event desc here,secclass3,1/4/2013 14:37,,evtype1,US,FORT THOMAS KY,using city record id:29830,,
909,42.525284,-92.2207,Event desc here,secclass2,1/4/2013 14:37,,evtype3,US,DEWAR IA,using city record id:10384,,
910,40.767853,-78.877335,Event desc here,secclass3,1/4/2013 14:37,,evtype5,US,HILLSDALE PA,using city record id:23088,,
911,40.07079,-77.45983,Event desc here,secclass4,1/4/2013 14:37,,evtype4,US,SHIPPENSBURG PA,using city record id:2218,,
912,40.36022,-79.439804,Event desc here,secclass1,1/4/2013 14:37,,evtype2,US,LUXOR PA,using city record id:6358,,
913,41.263992,-92.938835,Event desc here,secclass3,1/4/2013 14:37,,evtype1,US,TRACY IA,using city record id:17708,,
914,36.723873,-88.65201,Event desc here,secclass3,1/4/2013 14:37,,evtype3,US,LYNNVILLE KY,using city record id:24306,,
915,37.58511,-117.60487,Event desc here,secclass2,1/4/2013 14:37,,evtype3,US,DYER NV,using city record id:12646,,
916,42.61837,-77.73752,Event desc here,secclass2,1/4/2013 14:37,,evtype5,US,DANSVILLE NY,using city record id:26631,,
917,41.576443,-92.16664,Event desc here,secclass4,1/4/2013 14:37,,evtype5,US,MILLERSBURG IA,using city record id:13392,,
918,31.540112,-90.16101,Event desc here,secclass2,1/4/2013 14:37,,evtype1,US,MONTICELLO MS,using city record id:8257,,
919,34.826904,-98.22807,Event desc here,secclass1,1/4/2013 14:37,,evtype5,US,FLETCHER OK,using city record id:1707,,
920,33.841892,-90.8826,Event desc here,secclass4,1/4/2013 14:37,,evtype4,US,ROSEDALE MS,using city record id:19242,,
921,37.0964,-80.608055,Event desc here,secclass4,1/4/2013 14:37,,evtype3,US,NEW RIVER VA,using city record id:1669,,
922,43.662807,-70.18844,Event desc here,secclass3,1/4/2013 14:37,,evtype5,US,PEAKS ISLAND ME,using city record id:9776,,
923,36.310757,-89.07313,Event desc here,secclass5,1/4/2013 14:37,,evtype2,US,RIVES TN,using city record id:25905,,
924,41.30056,-73.86121,Event desc here,secclass5,1/4/2013 14:37,,evtype5,US,CROMPOND NY,using city record id:15740,,
925,37.910275,-89.10087,Event desc here,secclass5,1/4/2013 14:37,,evtype3,US,ROYALTON IL,using city record id:15566,,
926,40.494804,-89.654594,Event desc here,secclass4,1/4/2013 14:37,,evtype1,US,SOUTH PEKIN IL,using city record id:788,,
927,40.152393,-97.91468,Event desc here,secclass3,1/4/2013 14:37,,evtype3,US,RUSKIN NE,using city record id:961,,
928,36.14951,-99.30191,Event desc here,secclass4,1/4/2013 14:37,,evtype1,US,VICI OK,using city record id:13029,,
929,43.387703,-87.88123,Event desc here,secclass2,1/4/2013 14:37,,evtype4,US,PORT WASHINGTON WI,using city record id:30017,,
930,35.48163,-89.02713,Event desc here,secclass2,1/4/2013 14:38,,evtype4,US,MERCER TN,using city record id:21688,,
931,37.571106,-84.924965,Event desc here,secclass1,1/4/2013 14:38,,evtype5,US,PARKSVILLE KY,using city record id:4421,,
932,34.97281,-79.61268,Event desc here,secclass1,1/4/2013 14:38,,evtype2,US,MARSTON NC,using city record id:13074,,
933,37.823,-88.59612,Event desc here,secclass2,1/4/2013 14:38,,evtype5,US,GALATIA IL,using city record id:8565,,
934,33.86948,-101.59624,Event desc here,secclass4,1/4/2013 14:38,,evtype3,US,PETERSBURG TX,using city record id:8999,,
935,41.5469,-71.65026,Event desc here,secclass3,1/4/2013 14:38,,evtype1,US,EXETER RI,using city record id:12412,,
936,48.29,-99.070496,Event desc here,secclass5,1/4/2013 14:38,,evtype2,US,CHURCHS FERRY ND,using city record id:4271,,
937,36.38157,-90.37525,Event desc here,secclass4,1/4/2013 14:38,,evtype1,US,POLLARD AR,using city record id:6552,,
938,40.554874,-78.54482,Event desc here,secclass2,1/4/2013 14:38,,evtype1,US,ASHVILLE PA,using city record id:6029,,
939,40.939674,-74.010796,Event desc here,secclass2,1/4/2013 14:38,,evtype2,US,PALISADES PARK NJ,using city record id:27244,,
940,37.088726,-82.62323,Event desc here,secclass3,1/4/2013 14:38,,evtype1,US,POUND VA,using city record id:19964,,
941,40.081062,-80.59733,Event desc here,secclass3,1/4/2013 14:38,,evtype2,US,TRIADELPHIA WV,using city record id:27508,,
942,43.427357,-98.60878,Event desc here,secclass4,1/4/2013 14:38,,evtype4,US,NEW HOLLAND SD,using city record id:8255,,
943,38.322594,-78.78865,Event desc here,secclass5,1/4/2013 14:38,,evtype1,US,PORT REPUBLIC VA,using city record id:25697,,
944,39.141098,-97.65067,Event desc here,secclass1,1/4/2013 14:38,,evtype4,US,MINNEAPOLIS KS,using city record id:6280,,
945,33.453274,-98.929726,Event desc here,secclass5,1/4/2013 14:38,,evtype3,US,MEGARGEL TX,using city record id:17504,,
946,34.242237,-99.07632,Event desc here,secclass2,1/4/2013 14:38,,evtype5,US,DAVIDSON OK,using city record id:29167,,
947,24.687723,-81.294685,Event desc here,secclass1,1/4/2013 14:38,,evtype4,US,MARATHON FL,using city record id:11560,,
948,34.477634,-77.81697,Event desc here,secclass1,1/4/2013 14:38,,evtype1,US,ROCKY POINT NC,using city record id:27931,,
949,33.778126,-94.270164,Event desc here,secclass3,1/4/2013 14:38,,evtype5,US,ALLEENE AR,using city record id:3381,,
950,34.925106,-80.72775,Event desc here,secclass4,1/4/2013 14:38,,evtype2,US,WAXHAW NC,using city record id:291,,
951,44.68077,-71.71944,Event desc here,secclass4,1/4/2013 15:10,,evtype1,US,LUNENBURG VT,using city record id:9220,,
952,39.88211,-75.337234,Event desc here,secclass4,1/4/2013 15:10,,evtype4,US,GRADYVILLE PA,using city record id:27300,,
953,41.559746,-97.079636,Event desc here,secclass3,1/4/2013 15:10,,evtype2,US,SCHUYLER NE,using city record id:29924,,
954,38.840714,-78.42758,Event desc here,secclass2,1/4/2013 15:10,,evtype3,US,FORT VALLEY VA,using city record id:1676,,
955,35.963566,-95.513855,Event desc here,secclass4,1/4/2013 15:10,,evtype1,US,TULLAHASSEE OK,using city record id:29459,,
956,43.455597,-73.771545,Event desc here,secclass4,1/4/2013 15:10,,evtype1,US,LAKE LUZERNE NY,using city record id:18055,,
957,33.168606,-95.585464,Event desc here,secclass4,1/4/2013 15:10,,evtype3,US,SULPHUR BLUFF TX,using city record id:5654,,
958,36.889336,-80.02586,Event desc here,secclass1,1/4/2013 15:10,,evtype5,US,FERRUM VA,using city record id:247,,
959,41.76057,-88.320206,Event desc here,secclass3,1/4/2013 15:10,,evtype4,US,AURORA IL,using city record id:16131,,
960,33.596107,-93.96064,Event desc here,secclass1,1/4/2013 15:10,,evtype1,US,OGDEN AR,using city record id:26292,,
961,31.71093,-90.03824,Event desc here,secclass1,1/4/2013 15:10,,evtype1,US,NEWHEBRON MS,using city record id:29352,,
962,45.604202,-123.26958,Event desc here,secclass1,1/4/2013 15:10,,evtype2,US,GALES CREEK OR,using city record id:3631,,
963,41.426685,-87.62122,Event desc here,secclass4,1/4/2013 15:10,,evtype3,US,CRETE IL,using city record id:23516,,
964,39.096016,-79.67873,Event desc here,secclass2,1/4/2013 15:10,,evtype3,US,PARSONS WV,using city record id:22743,,
965,38.93893,-105.009445,Event desc here,secclass1,1/4/2013 15:10,,evtype4,US,GREEN MOUNTAIN FALLS CO,using city record id:7740,,
966,37.141026,-80.401955,Event desc here,secclass5,1/4/2013 15:10,,evtype1,US,CHRISTIANSBURG VA,using city record id:19204,,
967,45.837967,-91.29179,Event desc here,secclass3,1/4/2013 15:10,,evtype4,US,COUDERAY WI,using city record id:12941,,
968,36.817673,-88.30444,Event desc here,secclass1,1/4/2013 15:10,,evtype5,US,HARDIN KY,using city record id:5554,,
969,40.00513,-121.01772,Event desc here,secclass1,1/4/2013 15:12,,evtype5,US,QUINCY CA,using city record id:5934,,
970,42.364807,-71.896866,Event desc here,secclass1,1/4/2013 15:12,,evtype5,US,NORTH UXBRIDGE MA,using city record id:738,,
971,37.302162,-84.957726,Event desc here,secclass1,1/4/2013 15:12,,evtype1,US,LIBERTY KY,using city record id:4552,,
972,31.106756,-97.37632,Event desc here,secclass4,1/4/2013 15:12,,evtype4,US,TEMPLE TX,using city record id:23969,,
973,43.56647,-75.425285,Event desc here,secclass2,1/4/2013 15:12,,evtype2,US,CONSTABLEVILLE NY,using city record id:25244,,
974,41.236088,-80.73698,Event desc here,secclass4,1/5/2013 17:54,,evtype2,US,HUBBARD OH,using city record id:2021,,
975,42.77689,-82.54369,Event desc here,secclass1,1/5/2013 17:54,,evtype2,US,EAST CHINA MI,using city record id:16084,,
976,31.56779,-87.25003,Event desc here,secclass1,1/5/2013 17:54,,evtype3,US,BEATRICE AL,using city record id:11955,,
977,41.629436,-80.21403,Event desc here,secclass2,1/5/2013 17:54,,evtype5,US,ADAMSVILLE PA,using city record id:12196,,
978,29.681313,-82.35386,Event desc here,secclass1,1/5/2013 17:54,,evtype5,US,LOCHLOOSA FL,using city record id:1031,,
979,39.31407,-78.65943,Event desc here,secclass4,1/5/2013 17:54,,evtype4,US,POINTS WV,using city record id:15549,,
980,38.734257,-77.547386,Event desc here,secclass4,1/5/2013 17:54,,evtype5,US,BRISTOW VA,using city record id:12408,,
981,28.566338,-81.26082,Event desc here,secclass3,1/5/2013 17:54,,evtype3,US,CLARCONA FL,using city record id:20146,,
982,43.103886,-75.96159,Event desc here,secclass2,1/5/2013 17:54,,evtype2,US,KIRKVILLE NY,using city record id:17072,,
983,41.825706,-73.78365,Event desc here,secclass1,1/5/2013 17:54,,evtype4,US,PLEASANT VALLEY NY,using city record id:28700,,
984,35.527615,-85.84216,Event desc here,secclass3,1/5/2013 17:54,,evtype5,US,VIOLA TN,using city record id:1119,,
985,30.137028,-98.41998,Event desc here,secclass2,1/5/2013 17:54,,evtype1,US,BLANCO TX,using city record id:18001,,
986,39.309982,-84.90071,Event desc here,secclass4,1/5/2013 17:55,,evtype1,US,NEW TRENTON IN,using city record id:2136,,
987,43.184975,-96.58094,Event desc here,secclass5,1/5/2013 17:55,,evtype1,US,HUDSON SD,using city record id:25569,,
988,47.25693,-92.00427,Event desc here,secclass4,1/6/2013 23:02,,evtype3,US,BRIMSON MN,using city record id:17027,,
989,44.954502,-122.74844,Event desc here,secclass4,1/6/2013 23:02,,evtype2,US,SILVERTON OR,using city record id:22054,,
990,39.349834,-76.84559,Event desc here,secclass5,1/6/2013 23:02,,evtype4,US,WOODSTOCK MD,using city record id:24871,,
991,44.615963,-108.94891,Event desc here,secclass4,1/6/2013 23:02,,evtype2,US,POWELL WY,using city record id:20575,,
992,29.482798,-95.974396,Event desc here,secclass4,1/6/2013 23:02,,evtype3,US,BEASLEY TX,using city record id:6825,,
993,41.985348,-84.314545,Event desc here,secclass3,1/6/2013 23:02,,evtype4,US,ADDISON MI,using city record id:28858,,
994,43.399593,-97.13421,Event desc here,secclass1,1/6/2013 23:02,,evtype2,US,PARKER SD,using city record id:15535,,
995,40.628166,-79.59565,Event desc here,secclass5,1/6/2013 23:02,,evtype5,US,HYDE PARK PA,using city record id:4511,,
996,40.008343,-93.17938,Event desc here,secclass5,1/6/2013 23:02,,evtype3,US,BROWNING MO,using city record id:8662,,
997,44.335278,-85.549095,Event desc here,secclass4,1/6/2013 23:02,,evtype4,US,CADILLAC MI,using city record id:11658,,
998,32.50399,-94.710205,Event desc here,secclass2,1/6/2013 23:02,,evtype1,US,LONGVIEW TX,using city record id:29159,,
999,41.803394,-80.05938,Event desc here,secclass2,1/6/2013 23:02,,evtype1,US,CAMBRIDGE SPRINGS PA,using city record id:13068,,
1000,35.81687,-89.94422,Event desc here,secclass5,1/6/2013 23:02,,evtype5,US,BURDETTE AR,using city record id:12678,,
1001,30.912773,-100.67672,Event desc here,secclass2,1/6/2013 23:02,,evtype2,US,ELDORADO TX,using city record id:22037,,
1002,40.85345,-74.02123,Event desc here,secclass1,1/6/2013 23:02,,evtype4,US,RIDGEFIELD PARK NJ,using city record id:12037,,
1003,29.693474,-97.29995,Event desc here,secclass5,1/6/2013 23:02,,evtype4,US,WAELDER TX,using city record id:1382,,
1004,34.007427,-90.115364,Event desc here,secclass5,1/6/2013 23:02,,evtype3,US,CHARLESTON MS,using city record id:15325,,
1005,42.364807,-71.896866,Event desc here,secclass1,1/6/2013 23:02,,evtype1,US,NORTH UXBRIDGE MA,using city record id:738,,
1006,36.405216,-97.872,Event desc here,secclass3,1/6/2013 23:02,,evtype3,US,ENID OK,using city record id:1161,,
1007,38.5218,-85.013885,Event desc here,secclass4,1/6/2013 23:02,,evtype1,US,PERRY PARK KY,using city record id:6505,,
1008,32.510384,-86.813835,Event desc here,secclass1,1/6/2013 23:02,,evtype1,US,JONES AL,using city record id:21379,,
1009,33.447,-84.14723,Event desc here,secclass5,1/6/2013 23:02,,evtype4,US,MCDONOUGH GA,using city record id:15134,,
1010,39.552708,-76.41973,Event desc here,secclass1,1/6/2013 23:03,,evtype5,US,JARRETTSVILLE MD,using city record id:3781,,
1011,34.088158,-83.20238,Event desc here,secclass4,1/6/2013 23:03,,evtype3,US,COLBERT GA,using city record id:27616,,
1012,29.723866,-84.98862,Event desc here,secclass5,1/6/2013 23:03,,evtype1,US,APALACHICOLA FL,using city record id:15688,,
1013,37.634632,-89.479836,Event desc here,secclass1,1/6/2013 23:03,,evtype4,US,GRAND TOWER IL,using city record id:6394,,
1014,39.871944,-93.3971,Event desc here,secclass3,1/6/2013 23:03,,evtype5,US,WHEELING MO,using city record id:23278,,
1015,42.711296,-110.619736,Event desc here,secclass2,1/6/2013 23:03,,evtype3,US,AFTON WY,using city record id:2020,,
1016,44.571415,-87.833305,Event desc here,secclass4,1/6/2013 23:03,,evtype4,US,NEW FRANKEN WI,using city record id:1337,,
1017,40.548195,-75.59613,Event desc here,secclass3,1/6/2013 23:03,,evtype4,US,TREXLERTOWN PA,using city record id:10698,,
1018,41.032528,-77.49515,Event desc here,secclass3,1/6/2013 23:03,,evtype4,US,MACKEYVILLE PA,using city record id:22546,,
1019,38.98877,-88.52441,Event desc here,secclass5,1/6/2013 23:03,,evtype4,US,EDGEWOOD IL,using city record id:29072,,
1020,36.92895,-84.107056,Event desc here,secclass5,1/6/2013 23:03,,evtype2,US,CORBIN KY,using city record id:27621,,
1021,39.7813,-84.41397,Event desc here,secclass5,1/6/2013 23:03,,evtype1,US,FARMERSVILLE OH,using city record id:26063,,
1022,39.000526,-87.604195,Event desc here,secclass5,1/6/2013 23:03,,evtype3,US,PALESTINE IL,using city record id:3285,,
1023,37.24237,-89.69768,Event desc here,secclass1,1/6/2013 23:03,,evtype1,US,DUTCHTOWN MO,using city record id:24084,,
1024,29.669203,-100.01222,Event desc here,secclass4,1/6/2013 23:03,,evtype3,US,CAMP WOOD TX,using city record id:5619,,
1025,39.34792,-90.071434,Event desc here,secclass4,1/6/2013 23:03,,evtype2,US,HETTICK IL,using city record id:8220,,
1026,44.48347,-68.09034,Event desc here,secclass5,1/6/2013 23:03,,evtype4,US,GOULDSBORO ME,using city record id:29841,,
1027,42.418514,-89.47071,Event desc here,secclass4,1/6/2013 23:03,,evtype1,US,ROCK CITY IL,using city record id:12591,,
1028,40.273964,-76.88486,Event desc here,secclass1,1/6/2013 23:03,,evtype1,US,HARRISBURG PA,using city record id:5017,,
